EVCC,VCC,NGC,RAJ2000,DEJ2000,Offset,cz,MmI,MmV,MTyp1,MTyp2,TT1,MTypV,umag,gmag,rmag,imag,zmag,Rad,R50,DR7,Sloan,Simbad,NED
1239,0,,193.71819999999997,10.961899999999998,0.507,1391.2,M," ",dE,RA,400,,17.52,17.09,16.45,16.07,15.89,25.51,8.56,DR7,Sloan,Simbad,NED
1241,0,,193.76689999999996,7.721599999999999,0.942,1459.7,M," ",dE(N),RA,401,,18.38,16.52,15.95,15.54,14.93,49.29,12.73,DR7,Sloan,Simbad,NED
1248,0,,193.91409999999996,-0.26349999999999996,8.842,1110.4,M," ",edge-on,BE,207,,16.62,15.67,15.37,15.13,14.7,90.58,17.56,DR7,Sloan,Simbad,NED
1249,0,4808,193.95389999999998,4.3042,36.453,870.5,M," ",Sc,BE,203,,13.18,12.15,11.68,11.41,11.18,92.36,20.6,DR7,Sloan,Simbad,NED
1250,0,,193.95559999999998,4.0123,7.025,725.8,M," ",Sd,BE,204,,15.26,14.41,14.17,13.98,13.84,74.15,19.36,DR7,Sloan,Simbad,NED
1253,0,,194.18289999999996,11.931899999999999,3.535,441.1,M," ",Irr(LSB),RA,300,,18.43,15.93,15.51,15.33,14.94,48.95,16.26,DR7,Sloan,Simbad,NED
1254,0,,194.21469999999997,16.5067,0.633,1226.6,M," ",dE,RA,400,,16.92,15.54,14.96,14.59,14.44,43.98,12.53,DR7,Sloan,Simbad,NED
1256,0,,194.23769999999996,4.064699999999999,1.111,829.6,M," ",Sm,BE,205,,15.81,14.91,14.56,14.45,14.33,42.89,10.5,DR7,Sloan,Simbad,NED
1262,0,,194.43589999999998,2.6922999999999995,2.179,788.4,M," ",SBd,BE,214,,16.16,15.03,14.82,14.66,14.31,54.82,16.64,DR7,Sloan,Simbad,NED
1264,0,4845,194.50489999999996,1.5765999999999998,2.567,1111.0,M," ",Sa,RE,201,,13.41,11.61,10.82,10.37,10.07,192.9,36.35,DR7,Sloan,Simbad,NED
1265,0,,194.5373,14.858699999999999,1.465,908.0,M," ",dE(N),RA,401,,16.9,15.21,14.6,14.18,14.05,86.57,23.91,DR7,Sloan,Simbad,NED
1269,0,,194.64999999999998,17.8132,0.833,981.5,M," ",Sm,BE,205,,18.2,16.52,16.53,16.52,15.5,26.44,8.68,DR7,Sloan,Simbad,NED
1275,0,,194.92469999999997,10.727799999999998,3.733,1175.5,M," ",Irr(LSB),BE,300,,18.22,16.78,16.5,16.33,16.41,21.13,5.76,DR7,Sloan,Simbad,NED
1277,0,,194.93819999999997,-0.8710999999999999,0.767,985.1,M," ",Irr(LSB),BE,300,,18.86,17.75,17.29,17.34,17.07,19.13,5.16,DR7,Sloan,Simbad,NED
1278,0,,194.96829999999997,3.6328999999999994,0.329,1128.6,M," ",Irr(LSB),BE,300,,18.81,17.66,17.19,16.92,17.28,21.43,5.28,DR7,Sloan,Simbad,NED
1279,0,4880,195.04339999999996,12.484399999999999,4.456,1377.4,M," ",Sa,RA,201,,14.08,12.39,11.77,11.42,11.13,125.18,31.64,DR7,Sloan,Simbad,NED
1281,0,4900,195.16329999999996,2.5012999999999996,2.292,959.7,M," ",SBc,BE,213,,12.53,11.59,11.13,10.85,10.71,89.45,30.56,DR7,Sloan,Simbad,NED
1288,0,,195.47199999999998,2.4606999999999997,0.635,905.4,M," ",Irr(LSB),BE,300,,18.61,17.55,17.22,17.02,17.25,18.68,4.5,DR7,Sloan,Simbad,NED
1289,0,,195.66969999999998,1.0736999999999999,1.913,924.8,M," ",Irr(LSB),BE,300,,17.94,17.27,16.88,16.82,16.53,19.03,4.89,DR7,Sloan,Simbad,NED
1295,0,,195.83469999999997,17.985999999999997,0.47,983.4,M," ",dE,RA,400,,18.42,17.39,16.76,16.46,16.26,25.11,6.17,DR7,Sloan,Simbad,NED
1296,0,,195.90349999999998,24.526399999999995,2.85,879.1,M," ",edge-on,BE,207,,16.89,16.05,15.75,15.61,15.27,34.18,7.36,DR7,Sloan,Simbad,NED
1297,0,,195.93419999999998,2.0401,0.981,971.5,M," ",dE(N),RA,401,,18.25,16.35,15.82,15.57,15.32,42.99,11.12,DR7,Sloan,Simbad,NED
1302,0,,196.16699999999997,18.744099999999996,0.468,819.7,M," ",S,BE,206,,18.57,17.45,16.93,16.79,16.49,18.44,4.49,DR7,Sloan,Simbad,NED
1303,0,,196.59659999999997,10.433799999999998,12.047,946.9,M," ",Irr(LSB),BE,300,,15.89,15.33,15.04,14.85,14.63,51.68,14.9,DR7,Sloan,Simbad,NED
1304,0,,196.73279999999997,14.807099999999998,3.81,987.5,M," ",Irr(HSB),BE,310,,16.92,15.98,15.56,15.31,15.34,29.48,6.27,DR7,Sloan,Simbad,NED
1317,0,,198.13909999999998,7.184399999999999,1.577,835.9,M," ",edge-on,BE,207,,15.47,14.56,14.13,13.91,13.82,74.87,14.98,DR7,Sloan,Simbad,NED
1321,0,,198.98449999999997,17.760599999999997,0.258,972.5,M," ",Irr(HSB),BE,310,,16.9,15.93,15.56,15.36,15.34,23.51,5.42,DR7,Sloan,Simbad,NED
1322,0,,199.21799999999996,12.548599999999999,1.168,973.9,M," ",Irr(HSB),BE,310,,14.87,13.99,13.67,13.52,13.4,35.84,9.13,DR7,Sloan,Simbad,NED
