EVCC,VCC,NGC,RAJ2000,DEJ2000,Offset,cz,MmI,MmV,MTyp1,MTyp2,TT1,MTypV,umag,gmag,rmag,imag,zmag,Rad,R50,DR7,Sloan,Simbad,NED
2,0,,175.23619999999997,14.074499999999999,1.346,977.9,M," ",S,BE,206,,17.32,16.16,15.82,15.5,15.13,36.2,7.59,DR7,Sloan,Simbad,NED
3,0,3810,175.24489999999997,11.471099999999998,0.481,999.3,M," ",Sc,RE,203,,12.13,11.04,10.5,10.24,10.01,137.27,34.31,DR7,Sloan,Simbad,NED
4,0,,175.46089999999998,15.973699999999997,0.469,753.1,M," ",Irr(HSB),BE,310,,15.51,14.6,14.12,13.91,13.77,26.02,5.93,DR7,Sloan,Simbad,NED
5,0,,175.57469999999998,14.994899999999998,16.602,1021.5,M," ",Irr(LSB),BE,300,,16.34,15.54,15.42,15.08,15.52,106.17,22.43,DR7,Sloan,Simbad,NED
6,0,,175.62239999999997,18.3327,1.506,906.5,M," ",Sc,BE,203,,14.13,13.32,12.99,12.83,12.95,101.42,21.45,DR7,Sloan,Simbad,NED
8,0,,175.86239999999998,11.398499999999999,0.316,901.1,M," ",Irr(HSB),BE,310,,17.06,16.27,15.97,15.82,15.79,17.41,4.82,DR7,Sloan,Simbad,NED
13,0,,176.16969999999998,16.899499999999996,0.475,902.1,M," ",dS0,BE,410,,18.41,16.72,16.25,16.11,15.38,16.31,4.32,DR7,Sloan,Simbad,NED
20,0,,176.77919999999997,3.1063999999999994,0.232,1012.7,M," ",dE,BE,400,,18.63,17.7,17.36,17.06,16.73,17.45,4.55,DR7,Sloan,Simbad,NED
21,0,,176.82299999999998,16.3346,0.593,809.0,M," ",dE,BE,400,,18.53,17.71,17.29,16.97,17.1,16.99,3.98,DR7,Sloan,Simbad,NED
23,0,,177.06829999999997,18.6424,1.146,1010.6,M," ",Irr(LSB),BE,300,,17.14,16.38,16.11,15.9,15.52,30.68,8.26,DR7,Sloan,Simbad,NED
24,0,,177.17899999999997,17.181099999999997,2.86,1058.7,M," ",Irr(LSB),BE,300,,17.9,17.12,16.81,16.6,16.83,27.45,6.82,DR7,Sloan,Simbad,NED
27,0,,177.27299999999997,17.255699999999997,0.527,627.6,M," ",Irr(HSB),BA,310,,19.01,17.8,17.17,16.57,17.22,15.02,3.7,DR7,Sloan,Simbad,NED
29,0,,177.37939999999998,15.261099999999997,0.231,853.2,M," ",dE,BA,400,,18.75,17.59,16.99,16.69,16.57,23.73,5.5,DR7,Sloan,Simbad,NED
30,0,,177.48799999999997,16.295499999999997,0.076,1199.5,M," ",Irr(LSB),BE,300,,18.83,17.85,17.47,17.27,16.76,16.53,3.72,DR7,Sloan,Simbad,NED
31,0,,177.51139999999998,15.023299999999997,0.282,747.9,M," ",Irr(HSB),BE,310,,15.83,15.17,15.12,15.29,15.14,17.1,3.08,DR7,Sloan,Simbad,NED
33,0,,177.73349999999996,14.595199999999998,1.508,969.8,M," ",Irr(LSB),BE,300,,15.81,15.26,15.07,14.97,14.99,36.03,7.85,DR7,Sloan,Simbad,NED
37,0,,178.00769999999997,13.879399999999999,2.833,954.9,M," ",Irr(LSB),BE,300,,16.11,15.86,15.45,15.15,14.85,42.04,11.7,DR7,Sloan,Simbad,NED
39,0,,178.1555,-2.469,2.626,1065.8,M," ",Irr(HSB),BE,310,,14.83,14.31,14.22,14.31,14.3,25.63,6.33,DR7,Sloan,Simbad,NED
41,0,,178.25109999999998,16.0415,0.817,906.8,M," ",Irr(LSB),BA,300,,19.3,18.27,17.75,17.23,16.99,20.41,5.36,DR7,Sloan,Simbad,NED
48,0,,178.50769999999997,16.7217,7.045,977.9,M," ",Irr(LSB),BE,300,,18.19,16.8,16.48,16.18,16.16,31.75,10.8,DR7,Sloan,Simbad,NED
51,0,,178.55119999999997,0.13679999999999998,0.706,1131.8,M," ",S0,BE,200,,14.69,13.78,13.3,13.08,12.94,28.36,6.59,DR7,Sloan,Simbad,NED
54,0,,178.68689999999998,20.056399999999996,0.653,597.3,M," ",Sm,BE,205,,17.06,15.57,15.01,14.87,14.23,92.87,19.75,DR7,Sloan,Simbad,NED
55,0,,178.706,6.709399999999999,2.024,1359.1,M," ",Irr(LSB),BE,300,,18.91,18.23,17.73,17.62,16.91,12.77,3.95,DR7,Sloan,Simbad,NED
64,0,,179.35469999999998,2.1877999999999997,0.229,1013.4,M," ",dE,BE,400,,18.6,17.81,17.44,17.26,16.99,9.37,2.7,DR7,Sloan,Simbad,NED
65,0,,179.3969,2.1677999999999997,0.055,945.8,M," ",dS0,BE,410,,17.57,16.21,15.75,15.48,15.53,42.3,7.81,DR7,Sloan,Simbad,NED
67,0,,179.6683,15.592899999999998,0.864,560.2,M," ",Irr(HSB),BE,310,,19.05,18.02,17.59,17.37,17.02,12.58,3.35,DR7,Sloan,Simbad,NED
70,0,,179.89139999999998,13.887799999999999,2.882,1448.0,M," ",Irr(LSB),BE,300,,15.68,14.83,14.53,14.31,14.33,37.18,10.49,DR7,Sloan,Simbad,NED
73,0,4032,180.1375,20.074499999999997,2.723,1291.9,M," ",Sm,BE,205,,13.86,12.84,12.42,12.17,12.12,59.57,16.77,DR7,Sloan,Simbad,NED
76,0,4019,180.2933,14.104699999999998,3.974,1532.5,M," ",edge-on,BE,207,,14.69,13.83,13.53,13.39,13.21,98.22,11.24,DR7,Sloan,Simbad,NED
78,0,,180.33979999999997,14.450299999999999,2.161,1223.5,M," ",Sd,BA,204,,16.85,16.13,15.82,15.59,14.65,58.69,15.37,DR7,Sloan,Simbad,NED
79,0,,180.34269999999998,2.1862,2.085,1014.8,M," ",Irr(HSB),BE,310,,18.35,17.51,17.43,17.5,16.7,18.04,4.41,DR7,Sloan,Simbad,NED
80,0,4037,180.34829999999997,13.401499999999999,1.98,917.2,M," ",SBc,BE,213,,13.86,12.61,12.04,11.7,11.65,119.47,39.03,DR7,Sloan,Simbad,NED
81,0,,180.36469999999997,14.034499999999998,0.169,1480.6,M," ",S,BE,206,,15.45,14.62,14.26,14.1,13.99,22.42,5.42,DR7,Sloan,Simbad,NED
82,0,,180.43529999999998,5.821599999999999,1.911,1247.5,M," ",dS0,BE,410,,15.62,14.69,14.35,14.18,14.1,37.59,9.7,DR7,Sloan,Simbad,NED
85,0,4049,180.72779999999997,18.752499999999998,3.075,838.2,M," ",Sm,BE,205,,14.76,13.84,13.44,13.11,13.11,50.45,13.44,DR7,Sloan,Simbad,NED
86,0,,180.7616,6.501399999999999,0.383,1300.4,M," ",Irr(HSB),BE,310,,17.34,16.35,16.04,15.86,15.8,15.32,4.36,DR7,Sloan,Simbad,NED
88,0,,180.90009999999998,16.0553,1.528,890.3,M," ",Sm,BE,205,,15.31,14.17,13.66,13.42,13.21,31.14,8.02,DR7,Sloan,Simbad,NED
89,0,,180.9175,2.6415999999999995,1.719,1226.1,M," ",Sd,BE,204,,15.2,14.22,13.8,13.57,13.5,51.66,10.19,DR7,Sloan,Simbad,NED
91,0,,180.96049999999997,14.550399999999998,1.227,915.8,M," ",Irr(LSB),BE,300,,17.52,15.69,15.14,15.1,15.83,79.26,23.62,DR7,Sloan,Simbad,NED
93,0,4064,181.04689999999997,18.4442,2.562,933.2,M," ",SB0,BE,210,,13.21,11.82,11.16,10.79,10.63,150.34,29.93,DR7,Sloan,Simbad,NED
97,0,,181.24839999999998,14.405899999999997,0.72,1237.9,M," ",dE(N),RA,401,,18.42,17.36,16.9,16.54,16.42,25.61,8.65,DR7,Sloan,Simbad,NED
100,0,,181.36249999999998,12.545099999999998,1.171,694.9,M," ",edge-on,BA,207,,18.6,17.44,17.19,16.83,16.72,29.55,7.0,DR7,Sloan,Simbad,NED
101,0,,181.66939999999997,12.034299999999998,0.97,1426.9,M," ",dE(N),RE,401,,16.9,16.02,15.38,15.15,14.81,43.87,11.3,DR7,Sloan,Simbad,NED
102,0,,181.87759999999997,18.683999999999997,1.052,791.1,M," ",Irr(LSB),BE,300,,17.5,17.07,16.68,16.26,16.61,24.6,7.22,DR7,Sloan,Simbad,NED
103,0,,181.89379999999997,2.6399999999999997,0.493,1321.5,M," ",dE,RA,400,,19.63,17.83,17.28,16.83,15.81,21.18,6.1,DR7,Sloan,Simbad,NED
104,0,4116,181.9046,2.6912,19.304,1331.3,M," ",SBc,BE,213,,13.17,12.19,11.83,11.59,11.21,137.55,37.93,DR7,Sloan,Simbad,NED
106,0,4119,182.0399,10.378799999999998,0.637,1742.9,M," ",Sa,RE,201,,13.54,11.82,11.14,10.79,10.59,162.23,32.13,DR7,Sloan,Simbad,NED
107,0,4123,182.04639999999998,2.8785999999999996,1.279,1287.1,M," ",SBc,BE,213,,13.02,11.73,11.22,10.94,10.76,161.08,46.09,DR7,Sloan,Simbad,NED
111,0,,182.1007,3.0131999999999994,0.138,907.8,M," ",Irr(HSB),BE,310,,19.27,18.24,17.89,17.72,17.43,8.74,2.51,DR7,Sloan,Simbad,NED
112,4,,182.13139999999999,15.094999999999999,5.687,589.4,M,M,Irr(LSB),BE,300,ImIV,17.73,16.71,16.38,16.15,16.35,27.81,8.48,DR7,Sloan,Simbad,NED
114,9,,182.34269999999998,13.992499999999998,0.353,1714.7,M,M,dE(N),RA,401,"dE1,N",15.16,13.71,13.15,12.77,12.63,87.23,30.32,DR7,Sloan,Simbad,NED
115,10,,182.35389999999998,13.574899999999998,1.713,1960.5,M,P,edge-on,BE,207,BCD:,16.8,15.66,15.12,14.88,14.6,24.98,5.22,DR7,Sloan,Simbad,NED
117,0,,182.46079999999998,12.902899999999999,1.071,172.6,M," ",Irr(LSB),BE,300,,19.18,17.56,17.26,17.0,17.05,34.19,7.63,DR7,Sloan,Simbad,NED
119,17,,182.50789999999998,14.366299999999999,2.95,854.4,M,M,Irr(LSB),BE,300,ImIV,16.5,15.68,15.46,15.33,15.15,49.69,14.9,DR7,Sloan,Simbad,NED
121,21,,182.5964,10.1886,0.715,489.1,M,M,dS0,BA,410,dS04,16.07,14.68,14.18,13.91,13.8,50.52,10.99,DR7,Sloan,Simbad,NED
122,22,,182.6015,13.170599999999999,0.22,1648.3,M,P,Irr(HSB),BE,310,BCD?,17.4,16.23,15.8,15.52,15.47,15.94,4.52,DR7,Sloan,Simbad,NED
124,24,,182.64869999999996,11.760899999999998,0.292,1293.5,M,M,Sa,BE,201,BCD,16.56,15.48,15.01,14.75,14.59,19.31,4.24,DR7,Sloan,Simbad,NED
130,29,,182.70409999999998,15.252499999999998,0.254,459.7,M,M,dE(N),RA,401,"dE3,N",18.89,17.35,16.69,16.4,16.24,27.33,7.36,DR7,Sloan,Simbad,NED
133,0,,182.74239999999998,24.243999999999996,0.007,1279.1,M," ",dE,RA,400,,19.85,18.08,17.45,17.15,16.75,14.27,4.25,DR7,Sloan,Simbad,NED
134,32,,182.76139999999998,12.104,0.09,1894.2,M,P,E,RA,100,E4,15.62,14.17,13.55,13.23,13.02,27.43,4.95,DR7,Sloan,Simbad,NED
135,0,,182.76479999999998,2.005,4.525,1337.7,M," ",SBd,BE,214,,15.89,15.09,14.79,14.61,14.54,69.43,26.48,DR7,Sloan,Simbad,NED
136,33,,182.78229999999996,14.274799999999997,0.057,1197.3,M,M,dS0(N),RA,411,"d:E2,N:",16.47,15.01,14.42,14.06,13.97,30.21,8.71,DR7,Sloan,Simbad,NED
138,34,,182.79169999999996,13.587899999999998,1.662,230.4,M,M,Sm,BE,205,Sc:,15.63,14.86,14.49,14.25,14.11,60.64,14.78,DR7,Sloan,Simbad,NED
141,0,,182.82629999999997,18.6348,0.144,1292.3,M," ",dE,RA,400,,17.88,17.51,16.85,16.45,15.76,24.21,6.35,DR7,Sloan,Simbad,NED
144,0,,182.86459999999997,2.9252999999999996,3.28,1289.4,M," ",Sd,BE,204,,15.61,14.93,14.57,14.25,14.66,79.62,20.29,DR7,Sloan,Simbad,NED
148,0,,182.92479999999998,13.196499999999999,1.363,1497.4,M," ",dE,BE,400,,18.39,17.36,16.99,16.56,16.68,23.54,5.91,DR7,Sloan,Simbad,NED
151,0,,182.94519999999997,12.493799999999998,1.252,669.2,M," ",Irr(HSB),BE,310,,18.55,17.58,17.17,16.94,16.92,16.77,4.12,DR7,Sloan,Simbad,NED
154,0,,182.97439999999997,13.808299999999997,0.297,2015.1,M," ",dE,RA,400,,18.62,17.24,16.63,16.33,16.08,19.62,4.78,DR7,Sloan,Simbad,NED
156,0,,182.9979,5.917199999999999,0.93,758.7,M," ",dE,BE,400,,18.21,17.24,16.9,16.64,16.4,24.7,6.4,DR7,Sloan,Simbad,NED
157,0,,183.00469999999999,10.3982,1.112,1648.0,M," ",edge-on,BE,207,,19.19,17.73,17.32,17.28,18.14,29.17,5.87,DR7,Sloan,Simbad,NED
159,46,,183.04569999999998,12.893499999999998,2.684,1415.8,M,P,Irr(LSB),BA,300,dE3?,17.49,16.64,15.96,15.79,17.35,38.21,12.7,DR7,Sloan,Simbad,NED
160,47,4165,183.0493,13.246699999999999,0.912,1889.1,M,B,Sb,RE,202,Sa(r),15.18,13.94,13.29,12.89,12.68,70.12,17.34,DR7,Sloan,Simbad,NED
162,48,,183.063,12.488099999999998,0.878,20.2,M,M,Sm,BA,205,Sd(s)/SmIII,15.39,14.52,14.16,13.93,13.97,75.52,21.81,DR7,Sloan,Simbad,NED
164,50,,183.07909999999998,15.483099999999999,0.118,1213.0,M,M,dE(N),RA,401,"dE2,N",16.91,15.87,15.36,15.04,14.65,36.45,11.07,DR7,Sloan,Simbad,NED
167,58,,183.13479999999998,12.123999999999999,0.628,2198.3,M,P,SBb,RE,212,SBb(r)I-II,14.54,13.13,12.63,12.32,12.14,99.84,26.85,DR7,Sloan,Simbad,NED
170,0,,183.17779999999996,12.762899999999998,0.093,1741.5,M," ",edge-on,RE,207,,17.91,16.7,16.21,15.95,15.81,29.25,6.62,DR7,Sloan,Simbad,NED
171,66,4178,183.19239999999996,10.865499999999999,42.084,441.9,M,M,SBc,BE,213,SBc(s)II,12.74,11.68,11.24,10.98,10.85,227.42,53.85,DR7,Sloan,Simbad,NED
172,67,,183.20179999999996,13.975999999999997,0.98,-198.8,M,M,SBc,BE,213,Sc(s)pec,15.11,14.03,13.63,13.46,13.09,94.35,19.62,DR7,Sloan,Simbad,NED
177,74,,183.26899999999998,15.892899999999997,2.007,773.8,M,P,S,BA,206,BCD?,17.45,16.49,15.99,15.69,15.85,37.95,8.14,DR7,Sloan,Simbad,NED
178,0,,183.28979999999999,13.584699999999998,2.1,2082.7,M," ",Irr(LSB),BE,300,,18.36,17.56,17.3,17.14,17.38,16.67,4.99,DR7,Sloan,Simbad,NED
180,0,,183.307,13.522799999999998,0.161,2158.3,M," ",dE,BE,400,,17.35,16.45,16.07,15.92,15.77,11.49,2.61,DR7,Sloan,Simbad,NED
181,0,,183.32359999999997,13.157699999999998,8.242,1915.3,M," ",edge-on,BE,207,,17.41,15.67,14.61,14.14,13.9,26.98,1.45,DR7,Sloan,Simbad,NED
182,81,,183.35989999999998,14.771999999999998,1.121,2061.2,M,M,Sc,RE,203,d:Sc,15.91,14.96,14.48,14.24,14.6,68.63,22.52,DR7,Sloan,Simbad,NED
183,82,,183.38289999999998,10.310699999999999,1.107,1613.0,M,M,dE,RA,400,dE1,14.45,14.5,14.45,14.36,11.8,51.52,28.1,DR7,Sloan,Simbad,NED
185,0,,183.4226,9.011099999999999,0.34,1856.5,M," ",dE,RA,400,,18.44,17.42,16.9,16.6,16.39,21.48,5.54,DR7,Sloan,Simbad,NED
186,89,4189,183.44779999999997,13.426299999999998,6.284,2110.9,M,P,SBc,RE,213,SBc(sr)II.2,13.26,12.05,11.51,11.24,11.02,101.92,32.03,DR7,Sloan,Simbad,NED
187,93,,183.45099999999996,12.690599999999998,0.411,952.2,M,P,Irr(LSB),BA,300,dE2,17.84,16.91,16.5,16.25,16.1,22.21,6.4,DR7,Sloan,Simbad,NED
188,92,4192,183.45239999999998,14.899199999999999,17.785,-119.8,M,M,Sb,RE,202,SbII:,12.0,10.55,9.83,9.42,9.17,331.37,65.62,DR7,Sloan,Simbad,NED
189,0,,183.45399999999998,24.265199999999997,6.602,944.8,M," ",Sm,BE,205,,16.44,15.77,15.47,15.32,15.18,60.92,17.75,DR7,Sloan,Simbad,NED
196,105,,183.54019999999997,7.774999999999999,12.641,1205.8,M,M,Sd,BE,204,SBdIV,14.77,13.64,13.22,13.0,12.84,94.78,34.52,DR7,Sloan,Simbad,NED
197,0,,183.5502,12.783099999999997,1.032,625.3,M," ",Irr(HSB),BE,310,,18.29,17.06,16.71,16.55,16.43,20.41,4.84,DR7,Sloan,Simbad,NED
199,109,,183.56009999999998,13.542799999999998,0.371,1296.8,M,M,dE(N),RA,401,"dE3,N",16.75,16.07,15.4,15.06,15.07,38.99,11.36,DR7,Sloan,Simbad,NED
201,110,,183.59249999999997,14.978599999999998,0.128,-91.8,M,M,dE,RA,400,dE2:,19.69,17.37,16.81,16.58,15.93,32.39,10.8,DR7,Sloan,Simbad,NED
204,113,,183.6375,12.1032,0.54,2140.9,M,P,Irr(LSB),BE,300,?,18.56,17.15,17.05,16.76,15.89,22.66,7.52,DR7,Sloan,Simbad,NED
205,115,,183.64469999999997,11.8593,1.761,1383.8,M,M,dE(N),RA,401,dE5,17.26,16.33,15.78,15.34,15.19,47.79,11.93,DR7,Sloan,Simbad,NED
206,117,,183.64869999999996,9.199699999999998,0.281,1497.4,M,P,Irr(LSB),BE,300,Im?,17.28,16.41,16.23,16.04,15.99,25.8,6.7,DR7,Sloan,Simbad,NED
207,119,,183.65709999999999,12.813399999999998,12.417,596.1,M,M,Sm,BE,205,Sc,16.1,15.32,14.95,14.85,15.09,79.14,18.95,DR7,Sloan,Simbad,NED
209,0,,183.6794,10.5331,0.271,2079.0,M," ",Irr(HSB),BE,310,,18.75,17.97,17.61,17.25,17.11,11.76,3.11,DR7,Sloan,Simbad,NED
210,122,4200,183.68429999999998,12.180699999999998,0.144,2348.9,M,P,S0,RA,200,S014,15.18,13.59,12.86,12.49,12.26,55.89,12.48,DR7,Sloan,Simbad,NED
211,0,,183.68559999999997,12.789599999999998,0.755,2290.9,M," ",Irr(HSB),BE,310,,18.63,17.85,17.41,17.3,17.04,14.84,3.95,DR7,Sloan,Simbad,NED
214,0,,183.72289999999998,9.669999999999998,0.38,1700.4,M," ",Irr(HSB),BE,310,,18.54,17.52,17.19,17.06,17.1,15.45,3.42,DR7,Sloan,Simbad,NED
215,126,,183.73,13.460399999999998,3.464,277.6,M,M,SBd,BE,214,SBd,15.45,14.52,14.14,13.85,13.86,88.3,26.61,DR7,Sloan,Simbad,NED
216,0,,183.73619999999997,20.897399999999998,0.219,933.8,M," ",edge-on,BE,207,,16.86,15.9,15.45,15.33,15.59,47.26,8.86,DR7,Sloan,Simbad,NED
218,127,,183.74419999999998,11.864199999999999,1.186,1379.6,M,M,dE,RA,400,dE0,18.32,17.02,16.64,16.28,16.46,36.19,10.26,DR7,Sloan,Simbad,NED
220,131,,183.76839999999999,14.028999999999998,0.452,2341.0,M,P,Sd,RE,204,Sc,15.4,14.12,13.48,13.14,12.9,82.05,15.55,DR7,Sloan,Simbad,NED
222,137,,183.7856,14.971999999999998,0.364,1179.1,M,P,dE,RA,400,?,18.17,16.95,16.35,16.0,15.7,24.62,6.3,DR7,Sloan,Simbad,NED
223,140,,183.80239999999998,14.432899999999998,0.28,997.4,M,M,S0,RA,200,S01/24,15.62,14.13,13.47,13.1,12.9,33.74,8.81,DR7,Sloan,Simbad,NED
224,0,4204,183.8122,20.658899999999996,6.8,881.5,M," ",SBc,BE,213,,13.42,12.62,12.22,12.01,11.98,160.43,52.94,DR7,Sloan,Simbad,NED
225,143,,183.81859999999998,13.473499999999998,2.487,377.6,M,M,edge-on,RE,207,Sc(on_edge):,16.86,15.47,14.97,14.73,14.46,53.64,10.12,DR7,Sloan,Simbad,NED
226,145,4206,183.82009999999997,13.024199999999999,0.761,708.0,M,M,Sc,RE,203,Sc(s),13.79,12.61,12.03,11.7,11.53,195.77,36.97,DR7,Sloan,Simbad,NED
229,0,,183.82959999999997,2.9276999999999997,2.868,1360.9,M," ",dE,BE,400,,18.62,17.74,17.38,17.09,17.22,15.36,3.8,DR7,Sloan,Simbad,NED
230,0,,183.86379999999997,10.5124,0.237,1497.4,M," ",Irr(HSB),BE,310,,18.53,17.55,17.31,17.07,16.93,11.07,3.17,DR7,Sloan,Simbad,NED
231,152,4207,183.87649999999996,9.585099999999999,2.249,637.9,M,M,edge-on,RE,207,Scd(on_edge),14.57,13.13,12.41,12.01,11.75,65.46,15.64,DR7,Sloan,Simbad,NED
233,157,4208,183.91369999999998,13.902199999999999,30.612,-156.8,M,M,Sc,BE,203,Sc(s)II-III,12.81,11.52,10.92,10.59,10.33,108.4,29.65,DR7,Sloan,Simbad,NED
234,158,,183.91719999999998,15.005899999999999,1.657,1073.5,M,M,dE(N),RA,401,"dE3,N",17.49,15.92,15.22,14.84,14.61,53.11,16.28,DR7,Sloan,Simbad,NED
235,168,,183.97419999999997,14.025199999999998,1.206,788.8,M,M,dE,RA,400,dE2orImIV,18.41,17.05,16.5,16.18,16.07,32.68,10.18,DR7,Sloan,Simbad,NED
236,167,4216,183.97579999999996,13.148599999999998,55.81,-75.9,M,M,Sb,RE,202,Sb(s),12.23,10.52,9.67,9.18,8.89,288.86,41.42,DR7,Sloan,Simbad,NED
237,170,,183.98479999999998,14.433099999999998,0.257,1383.1,M,M,dS0,BE,410,dS0pec:,15.67,14.32,13.72,13.33,13.21,80.27,22.71,DR7,Sloan,Simbad,NED
238,173,,184.00169999999997,8.2023,0.114,710.8,M,M,dS0,BA,410,dS01?,16.39,14.83,14.27,13.97,13.94,45.89,13.66,DR7,Sloan,Simbad,NED
240,178,,184.03779999999998,12.691299999999998,0.09,1098.3,M,M,dE(N),RA,401,"dE5,N",16.74,15.39,14.75,14.38,14.45,36.43,8.46,DR7,Sloan,Simbad,NED
241,0,,184.04179999999997,15.123599999999998,0.637,570.0,M," ",dE,RA,400,,18.86,17.45,16.92,16.6,16.5,21.71,5.61,DR7,Sloan,Simbad,NED
245,181,,184.06109999999998,13.585999999999999,2.336,-148.8,M,P,Irr(HSB),BE,310,"dE7?,N?",17.68,17.07,16.58,16.27,16.39,27.26,7.03,DR7,Sloan,Simbad,NED
246,183,,184.06399999999996,14.242699999999997,2.166,295.1,M,P,Irr(LSB),RE,300,dE1?,18.92,17.81,17.21,17.2,16.9,21.56,6.73,DR7,Sloan,Simbad,NED
247,0,,184.08589999999998,14.774199999999999,1.002,525.5,M," ",Irr(HSB),BE,310,,18.93,17.92,17.6,17.43,17.31,12.49,4.1,DR7,Sloan,Simbad,NED
250,200,,184.14039999999997,13.0316,0.055,16.5,M,M,dS0(N),RA,411,"dE2,N",16.27,14.79,14.17,13.79,13.57,40.05,11.31,DR7,Sloan,Simbad,NED
252,0,,184.14189999999996,10.206299999999999,0.28,2087.9,M," ",Irr(HSB),BE,310,,18.33,17.49,17.23,17.12,17.01,8.94,2.4,DR7,Sloan,Simbad,NED
254,0,,184.16109999999998,-1.4515999999999998,1.051,894.4,M," ",Irr(LSB),BE,300,,17.53,16.51,16.16,16.02,16.4,30.49,8.84,DR7,Sloan,Simbad,NED
255,0,,184.18019999999999,24.718499999999995,0.297,996.4,M," ",dE,BA,400,,18.77,16.75,16.13,15.97,15.98,45.09,14.96,DR7,Sloan,Simbad,NED
257,0,,184.20819999999998,13.503999999999998,2.742,-87.3,M," ",Irr(HSB),BE,310,,18.76,17.77,17.48,17.36,17.37,11.64,3.82,DR7,Sloan,Simbad,NED
259,0,,184.21089999999998,18.339199999999998,0.134,1005.8,M," ",dE(N),RA,401,,18.13,17.77,17.3,16.79,16.82,20.66,6.69,DR7,Sloan,Simbad,NED
260,209,,184.21869999999998,14.514599999999998,1.702,1338.3,M,M,dS0,BE,410,dS0?,16.16,14.93,14.3,14.01,13.8,60.78,11.89,DR7,Sloan,Simbad,NED
261,213,,184.23349999999996,13.625499999999999,0.538,-166.1,M,M,Sb,RE,202,dS?/BCD?,15.46,14.27,13.71,13.41,13.22,27.13,7.47,DR7,Sloan,Simbad,NED
262,215,,184.2428,12.263499999999999,0.162,2074.4,M,M,dE,RA,400,dE4,18.48,17.78,17.35,16.93,16.68,18.52,4.98,DR7,Sloan,Simbad,NED
263,216,,184.25459999999998,9.407599999999999,0.122,1280.9,M,M,dE(N),RA,401,"dE5pec,N",16.4,15.01,14.44,14.07,13.89,38.17,10.33,DR7,Sloan,Simbad,NED
264,217,,184.2676,10.005399999999998,0.43,1212.7,M,M,Irr(LSB),BE,300,ImIV-V:,16.31,15.58,15.53,15.24,14.95,107.2,26.16,DR7,Sloan,Simbad,NED
265,218,,184.27249999999998,12.289499999999999,2.502,402.0,M,M,dS0,BE,410,"dS08,N:",16.03,14.83,14.18,13.82,13.59,66.24,14.03,DR7,Sloan,Simbad,NED
269,224,,184.28869999999998,12.453699999999998,1.275,2175.3,M,B,edge-on,RE,207,Scd(on_edge),15.93,14.72,14.18,13.86,13.66,68.93,14.78,DR7,Sloan,Simbad,NED
272,226,4237,184.29809999999998,15.323599999999997,2.422,867.7,M,M,Sc,RE,203,Sc(r)II.8,13.53,12.13,11.44,11.07,10.79,85.41,20.9,DR7,Sloan,Simbad,NED
273,227,,184.31079999999997,8.9424,1.102,1491.5,M,M,dE(N),RA,401,"dE5,N",15.67,14.73,14.27,14.0,13.73,72.25,18.65,DR7,Sloan,Simbad,NED
274,0,4239,184.31229999999996,16.531299999999998,0.172,914.5,M," ",dS0,RA,410,,14.85,13.4,12.72,12.37,12.17,56.89,10.56,DR7,Sloan,Simbad,NED
275,230,,184.3319,11.943399999999999,0.127,1429.9,M,M,dE(N),RA,401,"dE4:,N:",16.98,15.51,14.87,14.46,14.42,31.78,8.57,DR7,Sloan,Simbad,NED
278,235,,184.36059999999998,13.737099999999998,0.392,1383.1,M,M,dE(N),RA,401,"dE0:,N",18.17,16.66,16.1,15.7,15.79,30.68,14.14,DR7,Sloan,Simbad,NED
279,0,,184.36359999999996,17.650499999999997,0.014,956.6,M," ",dS0,RA,410,,15.82,14.29,13.62,13.25,13.02,29.69,6.19,DR7,Sloan,Simbad,NED
280,0,,184.367,12.932299999999998,0.489,2075.9,M," ",S,BE,206,,17.87,16.95,16.73,16.62,16.47,17.57,4.05,DR7,Sloan,Simbad,NED
281,236,,184.37059999999997,8.532799999999998,0.113,1408.5,M,M,dE,RA,400,dE6,17.31,15.89,15.36,14.96,14.77,42.44,9.98,DR7,Sloan,Simbad,NED
282,241,,184.39059999999998,12.387999999999998,0.244,-141.5,M,M,Sm,BE,205,Sd(on_edge),15.21,14.56,14.35,14.31,14.05,93.91,18.93,DR7,Sloan,Simbad,NED
289,261,,184.46949999999998,13.176699999999999,0.246,1669.8,M,M,dE,RA,400,dE2,17.65,16.03,15.49,15.04,14.92,41.06,11.3,DR7,Sloan,Simbad,NED
293,267,4241,184.50069999999997,6.653699999999999,4.218,758.8,M,P,SBc,BE,213,SBbc(s)I-II,14.51,13.3,12.85,12.63,12.45,85.3,31.23,DR7,Sloan,Simbad,NED
294,0,,184.51799999999997,14.753199999999998,1.358,1597.6,M," ",Irr(LSB),BE,300,,18.01,16.97,16.55,16.31,16.19,23.25,6.39,DR7,Sloan,Simbad,NED
300,281,,184.5638,13.749199999999998,0.545,242.6,M,M,dS0,BE,410,dS0orBCD,16.42,15.55,14.99,14.7,14.55,43.15,12.34,DR7,Sloan,Simbad,NED
308,289,4252,184.62869999999998,5.559499999999999,0.108,833.9,M,P,Sc,BE,203,Sc(on_edge),15.41,14.38,14.02,13.8,13.62,56.52,10.92,DR7,Sloan,Simbad,NED
